CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
54618,1,1,0.9611137177771246,True
54288,1,1,0.9552645389306983,True
54023,1,1,0.9425626731731979,True
50936,1,1,0.9389238033872664,True
53751,1,1,0.9345348696018172,True
50339,1,1,0.9328988927627558,True
54870,1,1,0.931666823914296,True
54990,1,1,0.9262395243617684,True
51215,1,1,0.917426948445009,True
54263,1,1,0.9149515682752035,True
53069,1,1,0.9087934713683264,True
52343,1,1,0.9010523814822722,True
55347,1,1,0.9000719669617174,True
52077,1,1,0.8992361840138006,True
50933,1,1,0.898139573313898,True
51517,1,1,0.8973794927421102,True
50607,1,1,0.8963237351525496,True
55314,1,1,0.8906881760213179,True
51012,1,1,0.8870085780552838,True
50199,1,1,0.8867417176288135,True
55434,1,1,0.8850919031204397,True
54923,1,1,0.8839788906093762,True
52094,1,1,0.883420855583546,True
53126,1,1,0.8818212925656763,True
50329,1,1,0.8776402390008207,True
52126,1,1,0.877464516576994,True
53727,1,1,0.8768409114123444,True
52582,1,1,0.8751429716386379,True
53749,1,1,0.8726055876488625,True
50013,1,1,0.8712430109554746,True
54806,1,1,0.870748929956282,True
52423,1,1,0.868656176473573,True
53698,1,1,0.8680954856965929,True
52721,1,1,0.8663266312996235,True
54601,1,1,0.866235245276912,True
54127,0,1,0.866177310550145,False
51510,0,1,0.8659981422690863,False
52920,1,1,0.865464557413754,True
55229,1,1,0.8634081444559072,True
52788,1,1,0.861467214568074,True
54293,1,1,0.861263276176118,True
50808,1,1,0.8598133231003812,True
54454,1,1,0.8579998909974517,True
50944,1,1,0.8564385378077429,True
55362,1,1,0.8557835085030183,True
50014,1,1,0.8550317509716203,True
51318,1,1,0.8547400883119627,True
50718,1,1,0.8508925775436059,True
55173,1,1,0.8506290325447157,True
50438,1,1,0.850479120023136,True
51312,0,1,0.8489024993558774,False
55271,1,1,0.8448461621930587,True
53009,0,1,0.8434339909121022,False
51043,1,1,0.8425989272999146,True
51803,1,1,0.8417251928381646,True
55540,1,1,0.8416353767171318,True
51516,0,1,0.8365094416691609,False
51038,1,1,0.8357924118618514,True
55398,1,1,0.8328741944757548,True
52513,1,1,0.8324280799316384,True
54104,0,1,0.830557679812139,False
52992,0,1,0.8287282725880237,False
52353,1,1,0.8287087021792544,True
51457,1,1,0.8276451596684073,True
51728,1,1,0.8272919545074768,True
50258,1,1,0.8272919545074768,True
54425,1,1,0.8261631929002878,True
52483,0,1,0.8258948225856447,False
55177,1,1,0.824983418007024,True
53707,1,1,0.824983418007024,True
52617,1,1,0.8246892674531898,True
53859,0,1,0.8239602693887247,False
54750,1,1,0.8235343581066833,True
52950,1,1,0.8218527138803234,True
54215,0,1,0.8203935645885092,False
50355,1,1,0.8172102911242557,True
54182,1,1,0.8139023945415736,True
54817,1,1,0.8129278166996019,True
53697,1,1,0.8125344580522892,True
51157,1,1,0.8125116241994546,True
54400,1,1,0.8101694863188849,True
51473,1,1,0.8099724072500746,True
51585,1,1,0.8060858017112544,True
53671,1,1,0.8046326046670513,True
50298,1,1,0.8031919619830928,True
53384,1,1,0.8022029767866458,True
54893,1,1,0.8012585059786737,True
54497,1,1,0.8001847548024418,True
50569,1,1,0.7960464114623826,True
53305,1,1,0.7941248729667215,True
51133,1,1,0.7938314857678761,True
50080,1,1,0.7936593763604277,True
54040,0,1,0.7934344988189992,False
50474,1,1,0.7934130732849144,True
53580,0,1,0.7931421348012107,False
50140,1,1,0.7903664307015439,True
51348,1,1,0.7902013426876775,True
53196,0,1,0.7877534258779534,False
51550,1,1,0.7837234304513818,True
50297,1,1,0.7834307273546384,True
55182,1,1,0.7829559747497035,True
53487,1,1,0.7813945736472158,True
51768,1,1,0.7811673401468329,True
54953,1,1,0.7753082300121621,True
53276,1,1,0.7673677825882166,True
52199,0,1,0.7666444422684922,False
55222,0,1,0.7657860430968166,False
53676,1,1,0.7649617623935073,True
53600,0,1,0.7646592992444917,False
53165,0,1,0.7603737804605696,False
53112,1,1,0.7592185603085458,True
55451,1,1,0.7580267129971019,True
50261,1,1,0.7565022949131297,True
55625,0,1,0.756070703091968,False
51363,0,1,0.7513130990988985,False
55107,1,1,0.7508388861892935,True
55217,1,1,0.7478156605016979,True
50768,1,1,0.7473789312703043,True
54746,1,1,0.7448764416367039,True
55473,1,1,0.7437803709186354,True
52187,0,1,0.7420451646033988,False
53397,1,1,0.7402479946829733,True
53527,1,1,0.739634346275827,True
52052,1,1,0.7395871358270945,True
50582,1,1,0.7395871358270945,True
54775,1,1,0.7381479105937576,True
50861,1,1,0.7374920688117709,True
55499,1,1,0.7373828632328671,True
51842,0,1,0.7370035860000469,False
52741,1,1,0.7369259481152518,True
54637,0,1,0.7325689341038526,False
53277,0,1,0.7322884682856858,False
54759,1,1,0.7311340361490909,True
54957,1,1,0.7309797914352042,True
52891,0,1,0.7303457165801995,False
52098,1,1,0.7301398976463608,True
55407,1,1,0.7278539447525347,True
53937,1,1,0.7278539447525347,True
53289,1,1,0.7244980806301231,True
51389,0,1,0.7226988407346847,False
54913,1,1,0.7225836256468204,True
51964,0,1,0.7193202463926208,False
50381,0,1,0.7189593333054848,False
50332,0,1,0.717702231613241,False
53532,0,1,0.717612781110335,False
52009,1,1,0.713056082120896,True
54203,1,1,0.7089688609904709,True
51932,0,1,0.7089262682484219,False
52123,1,1,0.7086913288111839,True
54378,1,1,0.7082328505390906,True
50461,1,1,0.7065379419745106,True
52456,1,1,0.7054274320286172,True
54202,0,1,0.705283036376654,False
54322,0,1,0.7025927275715027,False
51213,0,1,0.7016448105921433,False
50196,0,1,0.7005458157951164,False
54630,1,1,0.6991703632421258,True
51214,1,1,0.6945858642730768,True
53797,1,1,0.6855080206520094,True
50032,0,1,0.6850310368109451,False
50292,0,1,0.6845764475438118,False
53929,0,1,0.6805031180770917,False
50112,1,1,0.6801645238535827,True
51630,0,1,0.676890646620248,False
51552,0,1,0.6755695317959578,False
54077,0,1,0.6749667801894161,False
51528,1,1,0.6739567042662141,True
50058,1,1,0.6739567042662141,True
53306,0,1,0.6680487407023871,False
52732,0,1,0.6679918918550597,False
50888,1,1,0.6676792221863634,True
50959,1,1,0.667662930949912,True
52184,1,1,0.6667183876904944,True
50815,1,1,0.6617576039545853,True
52584,0,1,0.6591373197939052,False
55339,0,1,0.6579565824683695,False
52416,0,1,0.6546541973830471,False
53666,1,1,0.6511493514353578,True
54366,1,1,0.6506804581623872,True
50416,1,1,0.6445834097939247,True
